               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.042825,            0.070104,           0.0073875,              0.8741,                   1,               0.995,             0.77108,             0.01829,            0.046923,           0.0063182,             0.00571,             0.00571,             0.00571
                 132,            0.041606,            0.081549,           0.0085383,              0.8741,                   1,               0.995,             0.77108,             0.01829,            0.046923,           0.0063182,            0.005677,            0.005677,            0.005677
                 133,            0.037878,            0.073133,           0.0085094,             0.93368,                   1,               0.995,             0.80514,            0.018165,            0.039626,           0.0061675,            0.005644,            0.005644,            0.005644
                 134,            0.035005,            0.051746,           0.0074497,             0.93368,                   1,               0.995,             0.80514,            0.018165,            0.039626,           0.0061675,            0.005611,            0.005611,            0.005611
                 135,            0.037704,            0.065731,           0.0076507,             0.84125,             0.97322,               0.995,             0.69633,            0.026252,            0.046395,            0.006079,            0.005578,            0.005578,            0.005578
                 136,             0.04562,            0.084348,           0.0078442,             0.84125,             0.97322,               0.995,             0.69633,            0.026252,            0.046395,            0.006079,            0.005545,            0.005545,            0.005545
                 137,            0.046114,            0.066529,           0.0076416,             0.85396,             0.96178,             0.99078,             0.72379,            0.019098,            0.041103,           0.0059784,            0.005512,            0.005512,            0.005512
                 138,            0.041299,            0.061128,           0.0075575,             0.85396,             0.96178,             0.99078,             0.72379,            0.019098,            0.041103,           0.0059784,            0.005479,            0.005479,            0.005479
                 139,            0.040527,            0.065455,            0.007543,             0.80404,             0.96872,             0.99073,             0.74992,            0.024458,            0.042548,            0.005947,            0.005446,            0.005446,            0.005446
                 140,            0.038777,             0.05578,           0.0076712,             0.80404,             0.96872,             0.99073,             0.74992,            0.024458,            0.042548,            0.005947,            0.005413,            0.005413,            0.005413
                 141,             0.03845,            0.058348,           0.0078967,             0.83224,             0.97199,               0.995,             0.67828,            0.022809,            0.043015,            0.005894,             0.00538,             0.00538,             0.00538
                 142,               0.037,            0.060623,           0.0074131,             0.83224,             0.97199,               0.995,             0.67828,            0.022809,            0.043015,            0.005894,            0.005347,            0.005347,            0.005347
                 143,             0.03574,            0.060033,           0.0074711,             0.84681,             0.99919,               0.995,             0.73702,            0.020876,             0.03976,           0.0058506,            0.005314,            0.005314,            0.005314
                 144,            0.037935,            0.062897,           0.0071296,             0.84681,             0.99919,               0.995,             0.73702,            0.020876,             0.03976,           0.0058506,            0.005281,            0.005281,            0.005281
                 145,            0.039722,            0.064025,           0.0073471,             0.81849,             0.98182,             0.98933,              0.7472,            0.023317,            0.043641,           0.0057992,            0.005248,            0.005248,            0.005248
                 146,            0.040839,            0.057789,           0.0070942,             0.81849,             0.98182,             0.98933,              0.7472,            0.023317,            0.043641,           0.0057992,            0.005215,            0.005215,            0.005215
                 147,            0.044341,            0.058821,            0.007364,             0.75256,             0.97476,                0.96,             0.70819,            0.024987,            0.041477,           0.0057715,            0.005182,            0.005182,            0.005182
                 148,             0.03849,            0.052228,           0.0062682,             0.75256,             0.97476,                0.96,             0.70819,            0.024987,            0.041477,           0.0057715,            0.005149,            0.005149,            0.005149
                 149,            0.038864,            0.050667,           0.0073581,             0.95828,             0.98324,               0.995,             0.73093,            0.022845,             0.04115,           0.0057141,            0.005116,            0.005116,            0.005116
